author,Contributing State,title,Publication Info, genre,Link to text
"Margaret Sidney, Harriett Mulford Stone Lothrop, Harriett M. Lothrop",Massachusetts,How They Went to Europe,"Boston: D. Lothrop & Co., 1884.",Novel,
"Margaret Sidney, Harriett Mulford Stone Lothrop, Harriett M. Lothrop",Massachusetts,Half a Year at Bronckton,"Boston: D. Lothrop & Co., 1881.",Novel,https://hdl.handle.net/2027/hvd.hn1epg
Mrs. James T. Fields: Annie Adams Fields,Massachusetts,How to Help the Poor,"Boston: Houghton, Mifflin and Co., 1884.","Textbook, Advice Literature",https://hdl.handle.net/2027/mdp.39015020111194
Mrs. R. S. Greenough,Massachusetts,In Extremis; A Novelette,"Boston: Roberts Brothers, 1872.",Novel,https://hdl.handle.net/2027/hvd.hx5a9n
K. G. Wells; Catherine Boott Wells,Massachusetts,In the Clearings ,"Boston: American Unitarian Assoc., 1884.",Novel,https://hdl.handle.net/2027/hvd.32044019408970
L. M. Alcott,Massachusetts,Jack and Jill; A Village Story,"Boston: Roberts Brothers, 1887.",Novel,https://hdl.handle.net/2027/nyp.33433082529797
L. M. Alcott,Massachusetts,Jimmy's Cruise in the Pinafore,"Boston: Little, Brown and Co., 1879.",Stories,https://hdl.handle.net/2027/mdp.39015085433079
P. Thorne; Mary P. W. Smith; Mary Prudence Wells Smith,Massachusetts,"Jolly Good Times; Or, Child Life on a Farm","Boston: Roberts Brothers, 1875.",Novel,https://hdl.handle.net/2027/hvd.hn5ha9
P. Thorne; Mary P. W. Smith; Mary Prudence Wells Smith,Massachusetts,"Jolly Good Times at School; Also, Some Times Not Quite So Jolly","Boston: Roberts Brothers, 1877.",Novel,https://hdl.handle.net/2027/hvd.hn5ha9
Elaine Goodale,Massachusetts,Journal of a Farmer's Daughter,"New York: G.P. Putnam's Sons, 1881.",Memoir,https://hdl.handle.net/2027/loc.ark:/13960/t8nc6tn69
A. M. Diaz,Massachusetts,King Grimalkin and Pussyanita,"Boston: Lothrop, Lee and Shepard, 1881.",Stories,https://hdl.handle.net/2027/nc01.ark:/13960/t1zc9031s
"George Fleming, Julia Constance Fletcher, Constance Fletcher",Massachusetts,Kismet,"Boston: Little, Brown and Co., 1901.",Novel,https://hdl.handle.net/2027/hvd.hn1h46
Mrs. Julia Ward Howe,Massachusetts,Later Lyrics,"Boston: J. E. Tilton & Company, 1866.",Poetry,https://hdl.handle.net/2027/hvd.rsl1mv
Mrs. Carrie C. F. Wellington,Massachusetts,Leaflets along the Pathway of Life,"Boston: Mills, Knight & Co., 1883.",Poetry,https://hdl.handle.net/2027/nyp.33433103263145
Susan Hale,Massachusetts,Life and Letters of Thomas Gold Appleton,"New York: D. Appleton & Co., 1885.",Biography,https://hdl.handle.net/2027/loc.ark:/13960/t2n59dp1s
Caroline C. Leighton,Massachusetts,"Life at Puget Sound; with sketches of travel in Washington territory, British Columbia, Oregon, and California, 1865-1881",Boston: Lee and Shepard; 1884.,Memoir,https://hdl.handle.net/2027/uc2.ark:/13960/t10p17g4f
"Margaret Fuller, Margaret Fuller Ossoli, S. Margaret Fuller",Massachusetts,"Life Without and Life Within; or, reviews, narratives, essays, and poems","New York: Tribune Association, 1859.","Essays, Poetry",https://hdl.handle.net/2027/uc1.31175010415928
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Massachusetts,Like a Gentleman,"Boston: Lee and Shepard, 1882.",,https://hdl.handle.net/2027/osu.32435017714890
L. M. Alcott,Massachusetts,"Little Women; or, Meg, Jo, Beth, and Amy","Boston: Roberts Brothers, 1880.",Novel,https://hdl.handle.net/2027/hvd.32044022644975  https://hdl.handle.net/2027/hvd.32044012480398
L.M. Alcott,Massachusetts,Little Men; Life at Plumfield with Jo's Boys,"Boston: Roberts Brothers, 1871. ",Novel,https://hdl.handle.net/2027/nc01.ark:/13960/t09w1fx2c
"Harriet W. Preston, Harriet Waters Preston ",Massachusetts,Love in the Nineteenth Century; A Fragment,"Boston: Roberts Brothers, 1873.",Novel,https://hdl.handle.net/2027/chi.088069339
A. M. Diaz,Massachusetts,Lucy Maria,"Boston: J.R. Osgood & Company, 1874.",Novel,https://hdl.handle.net/2027/wu.89098020506
Julia Ward Howe,Massachusetts,Margaret Fuller (Marchesa Ossoli),"Boston: Roberts Brothers, 1883.",Biography,https://hdl.handle.net/2027/uc2.ark:/13960/t0xp6v49t
Julia Ward Howe,Massachusetts,Modern Society,"Boston: Roberts Brothers, 1881.",Essays,https://hdl.handle.net/2027/mdp.39015020465327
Miss Helen Zimmern,Massachusetts,Maria Edgeworth,"Boston: Roberts Brothers, 1883",Biography,https://hdl.handle.net/2027/hvd.32044005030465
Mrs. Ann Gilchrist,Massachusetts,Mary Lamb,"Boston: Roberts Brothers, 1884.","Biography, History",https://hdl.handle.net/2027/wu.89099962904
"Elizabeth Robins Pennell, E. R. Pennell",Massachusetts,Life of Mary Wollstonecraft,"Boston: Roberts Brothers, 1884.","Biography, History",https://hdl.handle.net/2027/uc2.ark:/13960/t0pr7q276
H. H. Robinson,Massachusetts,"Massachusetts in the Woman Suffrage Movement, A General, Political, Legal and Legislative History from 1774 to 1881","Boston: Roberts Brothers, 1881.","Report, History",https://hdl.handle.net/2027/coo.31924097286912
"Mrs. E. D. Kendall, E.D. Kendall, E. D. K. ",Massachusetts,"Master and Pupil; Or, School life at the Old Baldwin; A Story for Older Boys and Girls","Boston: D. Lothrop & Co., 1869.",Novel,https://hdl.handle.net/2027/hvd.hn24yn
M. E. Thalheimer,Massachusetts,A Manual of Mediaeval and Modern History,"Cincinnati: Van Antwerp and Bragg Co.,1874. ","History, Scholarly Work",https://hdl.handle.net/2027/hvd.32044097030811
Lucretia Crocker,Massachusetts,"Methods of Teaching Geography; Notes of Lessons, Printed at the request of the teachers in attendance","Boston: Boston School Supply Co., 1884.",Textbook,https://hdl.handle.net/2027/uc2.ark:/13960/t3dz05t8p
Neil Forrest; Cornelia Floyd,Massachusetts,Mice At Play; A Story for the Whole Family,"Boston: Roberts Brothers, 1875.",Stories,
"Mrs. A. E. Porter, Ann Emerson Porter",Massachusetts,Millie Lee,"Boston: D. Lothrop & Co.., 1873.",,
"Mrs. A. E. Porter, Ann Emerson Porter",Massachusetts,My Hero; or Contrasted Lives,"Boston: D. Lothrop & Co., 1872.",Novel,http://webapp1.dlib.indiana.edu/TEIgeneral/view;jsessionid=C54CEFD1B459DF8AB694F24EB239C55C?docId=wright/VAC7484&brand=wright
Mrs. Susie A. Bisbee,Massachusetts,Milly's Little Wanderer,"Boston: D. Lothrop & Co., 1884.",Novel,
"George Fleming, Julia Constance Fletcher, Constance Fletcher",Massachusetts,Mirage,"London: Macmillan, 1883.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t9p26r65n
Maria Parloa,Massachusetts,Miss Parloa's New Cook-Book and Marketing Guide,"Boston: Estes and Lauriat, 1880.",Cookbook,https://hdl.handle.net/2027/nyp.33433082242870
L. M. Alcott,Massachusetts,Moods,"Boston: Roberts Brothers, 1882.",,http://www.gutenberg.org/ebooks/28203
Jane G. Austin,Massachusetts,Moonfolk; A True Account of the Home of Fairy Tales,"London: Sonnenschein, 1882. ",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t2d796f63
"L. C. Moulton, Louise Chandler Moulton, Louisa Chandler, Ellen Louise Chandler ",Massachusetts,More Bed-Time Stories,"Boston: Roberts Brothers, 1875.",Stories,https://hdl.handle.net/2027/hvd.hn5gsd
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Massachusetts,Mr. Peter Crewitt,Boston: Lee and Shepard ; 1878.,Novel,https://hdl.handle.net/2027/osu.32435018437913
Mrs. D. A. Lincoln,Massachusetts,Mrs. Lincoln's Boston Cook Book; What to Do and What Not to Do in Cooking,"Boston: Roberts Brothers, 1883.",Cookbook,https://hdl.handle.net/2027/uc1.b3299192
Caroline H. Dall,Massachusetts,"My First Holiday; Or, Letters Home from Colorado, Utah and California","Boston: Roberts Brothers, 1881.",Travel Narrative,https://hdl.handle.net/2027/hvd.rsl1bg
Lida A. Churchill,Massachusetts,My Girls,"Boston: D. Lothrop & Co., 1882.",Novel,https://books.google.com/books/about/My_Girls.html?id=yZspnQEACAAJ
Lucy Ellen Guernsey,Massachusetts,Myra Sherwood's Cross; and How She Bore It,"London: Religious Tract Society, 1870.",Novel,https://books.google.com/books/about/Myra_Sherwood_s_Cross_and_how_She_Bore_i.html?id=ljdoAAAAcAAJ
Louise R. Estes,Massachusetts,Nature and Art; Poems and Pictures from the Best Authors and Artists,"Boston: Estes and Lauriat, 1882.",Poetry,https://hdl.handle.net/2027/mdp.39015031007233
"Madeline Leslie, Harriette Newell Woods Baker, Aunt Hattie",Massachusetts,"Never Give Up; or, The News-Boys","Chicago: H. Sumner, 1884.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t9b56gp7h
"L. C. Moulton, Louise Chandler Moulton, Louisa Chandler, Ellen Louise Chandler ",Massachusetts,New Bed-Time Stories,"Boston: Roberts Brothers, 1880.",Stories,https://hdl.handle.net/2027/hvd.hn5eup
Mrs. Nathaniel Hawthorne,Massachusetts,Notes in England and Italy,"New York: G. P. Putnam & son, 1875.",Travel Narrative,https://hdl.handle.net/2027/ucw.ark:/13960/t6vx11m0c
"Marie Oliver, Carrie L. Brown",Massachusetts,Old and New Friends,"Boston: D. Lothrop & Co., 1880.",Novel,
L. M. Alcott,Massachusetts,An Old-Fshioned Girl,"Boston: Roberts Brothers, 1870.",Novel,https://hdl.handle.net/2027/nyp.33433082523873
Mrs. J. J. Colter,Massachusetts,One Quiet Life,"Boston: D. Lothrop & Co., 1876.",Novel,https://hdl.handle.net/2027/aeu.ark:/13960/t1mg89b16
Mrs. Grace Middlebrook,Massachusetts,One Year of My Life; Eleanor Winthrop's Diary for 1869,"Boston: D. Lothrop & Co., 1870.",Novel,https://hdl.handle.net/2027/nnc1.1002193051
Mrs. S. R. Graham Clark; Susanna Rebecca Graham Clark  ,Massachusetts,Our Street,"Boston: D. Lothrop & Co., 1880.",Novel,https://hdl.handle.net/2027/aeu.ark:/13960/t7br9g85m
Mary L. Hall,Massachusetts,"Our World; or, First Lessons in Geography, No. 1","Boston: Ginn, Heath and Co., 1870.",Textbook,https://hdl.handle.net/2027/hvd.hn6iqh
Mary L. Hall,Massachusetts,Our World; No. 2: A Second Series of Lessons in Geography,"Boston: Ginn, Heath and Co., 1872.",Textbook,https://hdl.handle.net/2027/pst.000018485752
Mrs. K. T. Woods,Massachusetts,"Out and About; or, The Hudson's Trip to the Pacific","Boston: D. Lothrop & Co., 1882.",Novel,https://hdl.handle.net/2027/hvd.hw2bm3
Mrs. Jane L. Patterson,Massachusetts,Out of Sight; A Story,"Boston: Universalist Pub. House, 1882.",Novel,https://hdl.handle.net/2027/hvd.hn3gtu
Laura D. Nichols and Annie Moore,Massachusetts,"Overhead; or, What Harry and Nelly Discovered in the Heavens","Boston: D. Lothrop & Co., 1878.","Novel, Textbook",https://hdl.handle.net/2027/hvd.32044029773744
Clara E. Clement; Clara Erskine Clement,Massachusetts,"Painters, Sculptors, Architects, Engravers, and Their Works; A Handbook","New York: Hurd and Houghton, 1874.","Textbook, Reference",https://archive.org/details/painterssculptor00wateiala
Clara E.Clement; Clara Erskine Clement,Massachusetts,"See comments, re 1887","New York: F. A. Stokes, 1887.",Textbook,https://archive.org/details/ahistoryartforb00wategoog
Lucy Larcom,Massachusetts,,,,
Julia R. Anagnos,Massachusetts,"Philosophiae Quaestor; or, Days in Concord","Boston: D. Lothrop & Co., 1885.","Scholarly Work, Memoir",https://hdl.handle.net/2027/hvd.hw3j9o
Amanda B. Harris,Massachusetts,Pleasant Authors for Young Folks,"Boston: D. Lothrop & Co., 1884.",Biography,https://hdl.handle.net/2027/mdp.39076002197023
"L. C. Moulton, Louise Chandler Moulton, Louisa Chandler, Ellen Louise Chandler ",Massachusetts,Poems,"Boston: Roberts Brothers, 1877.",Poetry,https://hdl.handle.net/2027/uc2.ark:/13960/t3ws8m003
A. M. Diaz,Massachusetts,Polly Cologne,"Boston: Lothrop, Lee and Shepard, 1881. ",Novel,https://archive.org/details/pollycologne00diazgoog
Mrs. A. C. Lowell; Anna C. Lowell,Massachusetts,Posies for Childrem; A Book of Verse,"Boston: Roberts Brothers, 1882.",Poetry,https://hdl.handle.net/2027/hvd.hn5hip
L. M. Alcott,Massachusetts,Three Proverb Stories,"Boston, Loring, 1868. ",Stories,https://hdl.handle.net/2027/uc1.b4104550
Henriette Cushing,Massachusetts,Pussy Willow and Other Child Songs,"New York: White and Stokes, 1882.",Music,http://ufdc.ufl.edu/UF00053170/00001/1j
"L. C. Moulton, Louise Chandler Moulton, Louisa Chandler, Ellen Louise Chandler ",Massachusetts,Random Rambles,"Boston: Roberts Brothers, 1881.","Memoir, Travel Narrative",https://hdl.handle.net/2027/uc2.ark:/13960/t7qn62b49
Abby L. Alger,Massachusetts,Reading as a Fine Art,"Boston: Roberts Brothers,1878.",Textbook,https://hdl.handle.net/2027/loc.ark:/13960/t1cj9pk85
Joanna E. Mills,Massachusetts,Remembrance of My Mother; and Some of My Own Poems  ,"Boston: A. Williams and Co., 1881.",Poetry,https://hdl.handle.net/2027/osu.32435000876342
E. P. Peabody; Elizabeth P. Peabody  ,Massachusetts,"Reminiscences of the Rev. Wm. Ellery Channing, D.D.","Boston:, Roberts Brothers, 1880.",Biography,https://archive.org/details/reminiscencesofr00peab
Lucy Larcom,Massachusetts,Roadside Poems for Summer Travellers,"Boston: J.R. Osgood & Company., 1876.",Poetry,https://hdl.handle.net/2027/nyp.33433066637210
Julia A. Eastman,Massachusetts,The Romneys of Ridgemont; A Story of the Hills,"Boston, D. Lothrop & Co. 1872.",Novel,
L. M. Alcott,Massachusetts,Rose in Bloom; A Sequel to Eight Cousins,"Boston: Roberts Brothers, 1876.",Novel,https://hdl.handle.net/2027/uiug.30112004556244
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Massachusetts,Rothmel,"Boston: Lee and Shepard, 1878.",Novel,https://hdl.handle.net/2027/njp.32101068177854
"Marie Oliver, Carrie L. Brown",Massachusetts,Ruby Hamilton,"Boston, D. Lothrop & Co. 188?.",Stories,
Laura E. Poor,Massachusetts,Sanskrit and Its Kindred Literatures; Studies in Comparative Mythology,"Boston: Roberts Brothers, 1880.",Scholarly Work ,https://hdl.handle.net/2027/uc2.ark:/13960/t21c24d26
"Madeline Leslie, Harriette Newell Woods Baker, Aunt Hattie",Massachusetts,The Secret of Success,"Boston: Graves and Young, 1865.",Novel,https://hdl.handle.net/2027/njp.32101066477371
Olive Augusta Cheney,Massachusetts,Seeking his Fortune; and Other Dialogues,"Boston: Loring, 1875.","Stories, Drama",
"Ednah D. Cheney, E. D. Cheney, Ednah Dow Littlehale Cheney",Massachusetts,Selected poems from Michelangelo Buonarroti; with translations from various sources,"Boston: Lee and Shepard, 1885",Poetry,https://archive.org/details/selectedpoemsfro00michrich
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Massachusetts,Slient Tom,"Boston: D. Lothrop & Co., 1872. ",Novel,https://hdl.handle.net/2027/nnc1.1002183030
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Massachusetts,Strawberry Hill,"Boston: D. Lothrop & Co., 1870.",Novel,https://books.google.com/books/about/Strawberry_Hill_by_Clara_VanCe.html?id=9VSsngEACAAJ
L. M. Alcott,Massachusetts,Silver Pitchers: and Independence; A Centennial Love Story,"Boston: Roberts Brothers, 1888.",,https://hdl.handle.net/2027/hvd.32044012131116
L.M. Alcott,Massachusetts,Spinning-Wheel Stories,"Boston: Little, Brown and Co., 1884. ",Stories,https://hdl.handle.net/2027/chi.19490110
L.M. Alcott,Massachusetts,Aunt Jo's Scrap-Bag; Shawl-Straps,"Boston: Roberts Brothers, 1872.",,https://hdl.handle.net/2027/mdp.39076002182983
Mrs. S. B. Phelps; Frances Irene Barge Griswold,Massachusetts,Sister Eleanor's Brood,"Boston: D. Lothrop & Co., 1886. ","Novel, Biography",
K. T. Woods,Massachusetts,Six Little Rebels,"Boston: D. Lothrop & Co., 1879. ",Novel,https://hdl.handle.net/2027/nc01.ark:/13960/t80k2w14r
Emily Adams,Massachusetts,Six Months at Mrs. Prior's,"Boston: D. Lothrop & Co., 1879. ",Novel,Peabody Essex Museum listed as only owning library
Laura E. Richards,Massachusetts,Sketches and Scraps,"Boston: Estes & Lauriat, 1881. ",Poetry,http://ufdc.ufl.edu/UF00026163/00001
Mrs. Caroline W. Rich,Massachusetts,Slippery Paths; A Temperance Story,"Portland: Hoyt, Fogg and Breed, 1872.",Novel,
Ella M. Baker,Massachusetts,Soldier and Servant,"Boston, D. Lothrop & Co., 1884. ",Novel,
"L. C. Moulton, Louise Chandler Moulton, Louisa Chandler, Ellen Louise Chandler ",Massachusetts,Some Women's Hearts,"Boston: Roberts Brothers, 1874.",Stories,https://hdl.handle.net/2027/miun.aba7677.0001.0011up;seq=14
Anna E. Appleton,Massachusetts,Stories for Eva,"Boston: American Unitarian Association, 1869.",Stories,https://hdl.handle.net/2027/hvd.32044038419354
Mrs. Julia R. Anagnos,Massachusetts,Stray Chords,"Boston: Cupples, Upham and Company, 1883.",Poetry,https://hdl.handle.net/2027/wu.89098869324
Julia A. Eastman,Massachusetts,Striking for the Right,"Boston: D. Lothrop & Co., 1872.",Novel,https://hdl.handle.net/2027/nnc1.1002187558
Julia A. Eastman,Massachusetts,"Short-Comings and Long-Goings; or, The Boys and Girls of Glencairn","Boston: D. Lothrop & Co., 1871.",Novel,https://www.loc.gov/resource/dcmsiabooks.shortcomingslong00east/?sp=1
May Alcott Nieriker,Massachusetts,Studying Art Abroad; and How to Do It Cheaply,"Boston: Roberts Brothers, 1879.","Travel Narrative, Advice Literature",https://hdl.handle.net/2027/wu.89098855810
"Mrs. A. E. Porter, Ann Emerson Porter",Massachusetts,Sunset Mountain,"Boston: D. Lothrop & Co., 1873.",Novel,https://hdl.handle.net/2027/uc1.31175035210775
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Massachusetts,That Wife of Mine,"Boston: Lee and Shepard, 1877.",Stories,https://hdl.handle.net/2027/uc2.ark:/13960/t16m33c6b
Miss M. Parloa,Massachusetts,The Appledore Cook Book; Containing Practical Receipts for Plain and Rich Cooking,"Boston: DeWolfe, Fiske, 1886.",Cookbook,https://hdl.handle.net/2027/bc.ark:/13960/t29923q0n
American Unitarian Association,Massachusetts,The Bible Rule of Life,"Boston: American Unitarian Association, 1874.",Religious Instruction,https://hdl.handle.net/2027/hvd.ah517i
Helen S. Conant,Massachusetts,The Butterfly Hunters,"Boston: J.R. Osgood & Company, 1875.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t6h12x23q
"E. H. Richards, Ellen H. Richards, Ellwn Swallow Richards; Ellen Swallow",Massachusetts,The Chemistry of Cooking and Cleaning; A Manual for Housekeepers,"Boston: Estes & Lauriat, 1882.","Textbook, Cookbook",https://hdl.handle.net/2027/uiug.30112069139506
Helena V. Morrison,Massachusetts,The Class of '70,"Boston: D. Lothrop & Co., 1882.",Novel,
Vernon Lee,Massachusetts,The Countess of Albany,"Boston: Roberts Brothers, 1884.",Biography,https://hdl.handle.net/2027/njp.32101013097231
Mrs. K. T. Woods,Massachusetts,The Duncans on Land and Sea,"New York: Cassell, 1883.",Novel,https://hdl.handle.net/2027/hvd.hnqmg8
Mrs. K. T. Woods,Massachusetts,Twice Two and Other Stories,"New York: Cassell & Company, 1883.",Stories,http://ufdc.ufl.edu/UF00050424
M. E. Thalheimer,Massachusetts,The Eclectic History of the United States,"Cincinnat: Van Antwerp, Bragg & Co., 1881.",Textbook ,https://hdl.handle.net/2027/mdp.39015026671563
V. W. Johnson,Massachusetts,The Fainalls of Tipton,"New York: Scribner, 1884.",Novel,
V. W. Johnson,Massachusetts,The Catskill Fairies,"New York: Harper & Brothers, 1876.",Stories,https://hdl.handle.net/2027/mdp.39015011926915
"Flora M. Kimball, Flora Marilla Morrill Kimball, F. M. Lebelle, Pearl Victor ",Massachusetts,The Fairfields,"Chicago: Lou H. Kimball, Lyceum Banner Office, 1872.",Novel,
"Flora M. Kimball, Flora Marilla Morrill Kimball, F. M. Lebelle, Pearl Victor ",Massachusetts,The Tyler Boys,"London: Macmillan, 1880.",Novel,
"George Fleming, Julia Constance Fletcher, Constance Fletcher",Massachusetts,The Head of Medusa,"Boston: Roberts Brothers, 1880.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t11n8kt6n
Almira L. Hayward,Massachusetts,The Illustrative Birth-Day Book of Amerian Poets,"Boston: J.R. Osgood & Company, 1883.",Poetry,https://hdl.handle.net/2027/hvd.hn3adh
A. M. Diaz,Massachusetts,The Jimmyjohns; and Other Stories,"Boston: J.R. Osgood & Company, 1878.",Stories,https://hdl.handle.net/2027/uc2.ark:/13960/fk23b5wc09
Mary Hallock Foote,Massachusetts,The Led Horse Claim; A Romance of a Mining Camp,"Boston: Houghton, Mifflin and Co., 1883.",Novel,https://hdl.handle.net/2027/hvd.hn1ulu
"Mrs. S. J. Hale, Sarah Josepha Buell Hale",Massachusetts,The Letters of Lady Mary Wortley Montagu,"Boston: Roberts Brothers, 1876.","Memoir, Biography",https://hdl.handle.net/2027/hvd.32044079407680
"Mrs. S. J. Hale, Sarah Josepha Buell Hale",Massachusetts,The Letters of Madame de Sévigné; To Her Daughter and Friends,"New York: Mason Brothers, 1856.","Memoir, Biography",https://hdl.handle.net/2027/hvd.hwt55m
Sarah Smith,Massachusetts,The Lord's Pursebearer,"London: Macmillan, 1880.",Novel,https://archive.org/details/lordspursebeare00smitgoog
Lucretia P. Hale,Massachusetts,The Lords̓ Supper; And Its Observance,"Boston: Walker, Fuller, 1866.",Reference,https://hdl.handle.net/2027/hvd.32044052821071
Carroll Winchester,Massachusetts,The Love of a Life-Time,"Boston: Cupples, Upham and Company, 1884.",Novel,https://hdl.handle.net/2027/hvd.hn1pjx
"Constance Woolson, Anne March",Massachusetts,The Old Stone House,"Boston: D. Lothrop & Co.., 1873.",Novel,https://www.gutenberg.org/ebooks/6679
Mrs. J. F. Willing,Massachusetts,The Only Way Out,"Boston: D. Lothrop & Co.., 1880?",Novel,
"Margaret Sidney, Harriett Mulford Stone Lothrop, Harriett M. Lothrop",Massachusetts,The Pettibone Name; a New England Story,"Boston: D. Lothrop & Co., 1882.",Novel,https://hdl.handle.net/2027/hvd.hn1spb
Davida Coit,Massachusetts,How the Rain Sprites Were Freed,"Boston: D. Lothrop & Co., 1883.",Novel,http://ufdc.ufl.edu/UF00053177/00001
